loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,default
1789,12000.0,12000.0,60,13.98,279.1,C,C3,10.0,RENT,90000.0,Source Verified,2014-07-01,debt_consolidation,CA,11.52,685.0,689.0,14.0,1.0,2067.0,13.2,40.0,3.0,0
1790,19200.0,19200.0,36,11.14,629.86,B,B2,10.0,RENT,99000.0,Verified,2013-05-01,debt_consolidation,GA,24.88,725.0,729.0,13.0,0.0,31849.0,82.9,26.0,5.0,0
1791,30000.0,30000.0,60,11.98,667.04,B,B5,2.0,RENT,119000.0,Source Verified,2018-03-01,credit_card,FL,15.55,680.0,684.0,5.0,0.0,5486.0,28.1,29.0,2.0,1
1792,10000.0,10000.0,36,5.32,301.15,A,A1,1.0,RENT,47000.0,Source Verified,2016-01-01,credit_card,WA,10.6,720.0,724.0,13.0,0.0,8246.0,47.9,29.0,0.0,0
1793,8875.0,8875.0,36,18.49,323.04,D,D2,5.0,RENT,35000.0,Not Verified,2012-09-01,credit_card,NY,23.79,660.0,664.0,8.0,0.0,7993.0,39.2,9.0,0.0,1
1794,5000.0,5000.0,36,6.03,152.18,A,A1,10.0,MORTGAGE,139000.0,Not Verified,2014-11-01,debt_consolidation,NJ,14.92,715.0,719.0,13.0,0.0,4266.0,21.7,36.0,3.0,0
1795,17000.0,17000.0,36,14.65,586.41,C,C5,10.0,MORTGAGE,110000.0,Not Verified,2015-09-01,debt_consolidation,CT,12.87,660.0,664.0,18.0,0.0,19698.0,58.3,45.0,6.0,0
1796,10000.0,10000.0,36,6.49,306.45,A,A2,3.0,MORTGAGE,70000.0,Not Verified,2014-07-01,credit_card,TX,13.01,725.0,729.0,22.0,1.0,19589.0,25.7,32.0,4.0,0
1797,12000.0,12000.0,36,9.99,387.15,B,B3,3.0,RENT,49000.0,Source Verified,2015-11-01,debt_consolidation,TX,8.87,685.0,689.0,13.0,0.0,15746.0,34.8,23.0,0.0,0
1798,15000.0,15000.0,36,11.44,494.22,B,B4,10.0,RENT,52000.0,Source Verified,2015-01-01,debt_consolidation,TX,7.92,660.0,664.0,7.0,2.0,12698.0,66.8,10.0,0.0,0
1799,25000.0,25000.0,60,14.09,582.88,B,B5,2.0,MORTGAGE,76000.0,Verified,2012-10-01,debt_consolidation,WA,28.61,720.0,724.0,8.0,0.0,17089.0,81.4,18.0,1.0,0
1800,4000.0,4000.0,36,13.99,136.7,C,C3,1.0,RENT,28000.0,Source Verified,2016-07-01,debt_consolidation,TX,23.27,710.0,714.0,8.0,0.0,984.0,42.8,9.0,0.0,1
1801,20000.0,20000.0,36,6.49,612.89,A,A2,10.0,RENT,68000.0,Source Verified,2016-05-01,debt_consolidation,MD,13.82,705.0,709.0,11.0,0.0,23150.0,46.5,41.0,0.0,0
1802,12375.0,12375.0,36,14.09,423.49,B,B5,8.0,MORTGAGE,55000.0,Not Verified,2013-01-01,debt_consolidation,OH,12.83,675.0,679.0,7.0,1.0,8598.0,53.7,14.0,2.0,0
1803,32000.0,32000.0,60,6.97,633.19,A,A3,10.0,MORTGAGE,252000.0,Verified,2016-04-01,debt_consolidation,VT,25.98,755.0,759.0,9.0,0.0,54029.0,47.9,31.0,17.0,0
1804,9850.0,9850.0,36,17.99,356.06,D,D2,1.0,RENT,120000.0,Source Verified,2016-08-01,debt_consolidation,HI,4.2,675.0,679.0,6.0,0.0,5837.0,50.3,13.0,0.0,0
1805,8000.0,8000.0,36,9.99,258.1,B,B3,0.0,RENT,60000.0,Source Verified,2015-06-01,debt_consolidation,CA,20.22,670.0,674.0,16.0,1.0,6288.0,37.4,28.0,0.0,0
1806,10000.0,10000.0,36,8.9,317.54,A,A5,6.0,RENT,65000.0,Not Verified,2012-05-01,home_improvement,NY,2.95,715.0,719.0,9.0,0.0,3852.0,17.2,18.0,0.0,0
1807,6500.0,6500.0,36,13.06,219.2,C,C1,2.0,OWN,27040.0,Source Verified,2018-07-01,debt_consolidation,AL,5.77,670.0,674.0,4.0,0.0,4201.0,79.3,5.0,0.0,0
1808,9000.0,9000.0,36,19.99,334.43,D,D4,3.0,OWN,44000.0,Verified,2017-03-01,debt_consolidation,NY,37.52,660.0,664.0,11.0,0.0,13446.0,55.3,35.0,0.0,0
1809,20000.0,20000.0,60,14.31,468.59,C,C4,0.0,RENT,64000.0,Verified,2014-12-01,debt_consolidation,CT,16.12,680.0,684.0,10.0,0.0,13153.0,82.2,23.0,0.0,0
1810,18000.0,18000.0,60,23.28,510.33,F,F2,5.0,MORTGAGE,51770.0,Verified,2013-05-01,other,MN,4.45,710.0,714.0,9.0,0.0,5928.0,40.9,14.0,0.0,0
1811,20000.0,20000.0,36,7.62,623.23,A,A3,3.0,RENT,70000.0,Verified,2014-01-01,credit_card,DC,14.74,720.0,724.0,8.0,0.0,19945.0,95.4,18.0,0.0,0
1812,32325.0,32325.0,36,16.99,1152.32,D,D3,0.0,OWN,250000.0,Source Verified,2015-11-01,house,TN,9.13,760.0,764.0,17.0,0.0,29656.0,22.4,42.0,1.0,0
1813,8000.0,8000.0,36,12.99,269.52,C,C2,6.0,OWN,22611.0,Verified,2016-02-01,debt_consolidation,TN,22.88,670.0,674.0,8.0,0.0,6177.0,37.2,18.0,0.0,0
1814,4000.0,4000.0,36,13.99,136.7,C,C3,5.0,RENT,40000.0,Source Verified,2016-11-01,major_purchase,TX,19.98,670.0,674.0,18.0,0.0,7317.0,44.6,20.0,0.0,0
1815,8000.0,8000.0,36,17.09,285.59,D,D1,9.0,RENT,40000.0,Source Verified,2017-05-01,debt_consolidation,CA,34.29,690.0,694.0,11.0,0.0,20799.0,57.6,48.0,0.0,1
1816,25000.0,25000.0,36,7.26,774.91,A,A4,10.0,OWN,150000.0,Source Verified,2015-11-01,debt_consolidation,FL,8.69,680.0,684.0,5.0,0.0,21880.0,84.2,16.0,0.0,0
1817,1000.0,1000.0,36,12.62,33.52,C,C1,10.0,MORTGAGE,97000.0,Not Verified,2017-06-01,other,AZ,0.0,735.0,739.0,1.0,0.0,0.0,52.1,10.0,3.0,0
1818,14000.0,14000.0,36,12.69,469.63,C,C2,3.0,OWN,190000.0,Source Verified,2015-07-01,debt_consolidation,TX,25.09,725.0,729.0,10.0,0.0,32932.0,51.5,50.0,7.0,0
1819,21000.0,21000.0,60,15.41,504.12,D,D1,10.0,RENT,86000.0,Source Verified,2015-12-01,debt_consolidation,NJ,20.4,665.0,669.0,18.0,0.0,11460.0,56.7,36.0,4.0,1
1820,24000.0,24000.0,60,24.5,697.42,F,F3,10.0,RENT,62000.0,Verified,2013-08-01,debt_consolidation,CA,23.32,695.0,699.0,12.0,0.0,18856.0,83.8,27.0,0.0,1
1821,11500.0,11500.0,36,11.39,378.63,B,B3,10.0,MORTGAGE,57764.0,Source Verified,2017-03-01,credit_card,NC,21.32,695.0,699.0,10.0,0.0,10835.0,46.3,24.0,1.0,0
1822,10000.0,10000.0,60,10.42,214.55,B,B3,9.0,MORTGAGE,77000.0,Not Verified,2017-07-01,debt_consolidation,FL,12.29,725.0,729.0,8.0,0.0,10346.0,43.3,10.0,1.0,0
1823,7000.0,7000.0,36,11.67,231.4,B,B4,10.0,MORTGAGE,117000.0,Verified,2014-07-01,credit_card,TX,14.37,720.0,724.0,8.0,0.0,23505.0,72.1,28.0,3.0,0
1824,21500.0,21500.0,60,30.75,705.54,F,F5,2.0,OWN,87000.0,Not Verified,2018-04-01,debt_consolidation,SC,24.54,675.0,679.0,21.0,0.0,16511.0,52.4,28.0,0.0,0
1825,9000.0,9000.0,36,11.99,298.89,B,B5,3.0,RENT,62500.0,Not Verified,2015-01-01,debt_consolidation,MD,18.11,670.0,674.0,17.0,0.0,13191.0,66.0,25.0,2.0,0
1826,30000.0,30000.0,36,11.47,988.86,B,B5,10.0,RENT,135000.0,Verified,2016-02-01,debt_consolidation,CO,23.06,675.0,679.0,28.0,0.0,41681.0,74.3,50.0,3.0,0
1827,10000.0,10000.0,60,7.39,199.86,A,A4,8.0,MORTGAGE,36000.0,Source Verified,2016-04-01,home_improvement,FL,25.47,730.0,734.0,9.0,0.0,6714.0,20.6,19.0,3.0,0
1828,10450.0,10450.0,36,25.89,420.43,G,G3,10.0,RENT,33000.0,Source Verified,2015-05-01,other,SC,10.76,660.0,664.0,5.0,0.0,5986.0,63.7,10.0,0.0,0
1829,1500.0,1500.0,36,19.47,55.35,D,D5,2.0,RENT,40000.0,Not Verified,2014-02-01,other,VA,21.87,670.0,674.0,6.0,0.0,12940.0,66.4,16.0,0.0,0
1830,5800.0,5800.0,36,12.29,193.45,C,C1,6.0,OWN,40000.0,Source Verified,2015-03-01,debt_consolidation,IN,13.8,680.0,684.0,9.0,1.0,187.0,3.0,26.0,4.0,1
1831,9450.0,9450.0,36,14.99,327.55,C,C5,0.0,RENT,22500.0,Verified,2014-05-01,debt_consolidation,VA,25.17,695.0,699.0,10.0,0.0,8314.0,26.4,23.0,0.0,1
1832,20000.0,20000.0,60,20.3,533.23,E,E5,8.0,OWN,100000.0,Verified,2011-12-01,debt_consolidation,FL,11.32,675.0,679.0,13.0,0.0,15428.0,94.7,41.0,1.0,0
1833,2000.0,2000.0,36,11.55,66.0,B,B3,10.0,MORTGAGE,61000.0,Verified,2013-08-01,credit_card,FL,23.56,700.0,704.0,24.0,0.0,21208.0,70.9,36.0,3.0,0
1834,35000.0,35000.0,36,11.53,1154.66,B,B5,4.0,MORTGAGE,100000.0,Verified,2015-10-01,credit_card,VA,25.79,675.0,679.0,10.0,0.0,37578.0,94.4,32.0,8.0,0
1835,35000.0,35000.0,60,23.99,1006.68,F,F2,10.0,MORTGAGE,106000.0,Source Verified,2015-02-01,debt_consolidation,CO,14.76,730.0,734.0,7.0,0.0,17281.0,97.6,21.0,5.0,0
1836,10300.0,10300.0,36,24.5,406.81,F,F3,10.0,MORTGAGE,72000.0,Source Verified,2014-03-01,major_purchase,GA,14.27,665.0,669.0,6.0,0.0,6069.0,67.4,13.0,4.0,0
1837,35000.0,35000.0,60,17.09,871.54,D,D1,4.0,RENT,78000.0,Source Verified,2018-02-01,home_improvement,NY,3.43,695.0,699.0,4.0,0.0,1077.0,2.7,5.0,0.0,1
1838,20800.0,20800.0,60,21.49,568.46,D,D5,1.0,MORTGAGE,60000.0,Source Verified,2016-10-01,debt_consolidation,WA,18.28,680.0,684.0,8.0,1.0,4635.0,29.3,28.0,2.0,0
1839,40000.0,40000.0,36,7.97,1252.91,A,A5,8.0,MORTGAGE,252000.0,Verified,2017-10-01,small_business,TX,14.37,715.0,719.0,18.0,0.0,31012.0,40.8,24.0,1.0,0
1840,5000.0,5000.0,36,13.67,170.09,C,C3,6.0,RENT,18000.0,Source Verified,2016-02-01,debt_consolidation,CA,13.53,660.0,664.0,5.0,0.0,3788.0,84.2,6.0,0.0,1
1841,3600.0,3600.0,60,23.76,103.07,F,F4,1.0,RENT,12000.0,Verified,2013-05-01,debt_consolidation,OR,15.59,660.0,664.0,5.0,0.0,5892.0,73.6,10.0,0.0,0
1842,19425.0,19425.0,60,20.5,520.07,E,E1,9.0,RENT,49000.0,Verified,2013-12-01,debt_consolidation,NY,19.5,665.0,669.0,19.0,0.0,17467.0,42.2,45.0,0.0,1
1843,10550.0,10550.0,36,16.99,376.09,D,D3,10.0,RENT,27768.0,Verified,2015-08-01,other,FL,19.14,680.0,684.0,6.0,0.0,5075.0,45.7,12.0,1.0,0
1844,9050.0,9050.0,36,11.99,300.55,B,B5,4.0,MORTGAGE,185000.0,Source Verified,2017-07-01,credit_card,NJ,9.35,665.0,669.0,13.0,2.0,19616.0,48.2,31.0,1.0,0
1845,2400.0,2400.0,36,9.44,76.82,B,B1,7.0,MORTGAGE,42500.0,Verified,2017-09-01,medical,AZ,12.09,725.0,729.0,9.0,1.0,942.0,4.9,14.0,1.0,1
1846,9950.0,9950.0,36,14.99,344.88,C,C4,10.0,OWN,50000.0,Source Verified,2016-11-01,debt_consolidation,NY,24.84,660.0,664.0,15.0,2.0,9663.0,41.1,42.0,2.0,1
1847,6000.0,6000.0,36,6.83,184.8,A,A3,6.0,RENT,48000.0,Not Verified,2018-05-01,other,FL,32.1,790.0,794.0,10.0,0.0,1724.0,5.4,17.0,1.0,0
1848,20000.0,20000.0,60,13.66,461.85,C,C3,8.0,RENT,130000.0,Source Verified,2015-01-01,debt_consolidation,KY,22.95,665.0,669.0,20.0,0.0,35151.0,78.3,31.0,1.0,1
1849,11200.0,11200.0,60,14.99,266.39,C,C4,6.0,RENT,54000.0,Not Verified,2016-11-01,debt_consolidation,MD,32.38,720.0,724.0,25.0,0.0,29504.0,62.9,37.0,0.0,0
1850,6400.0,6400.0,36,11.44,210.87,B,B4,6.0,OWN,28000.0,Verified,2016-12-01,debt_consolidation,AL,22.16,700.0,704.0,5.0,0.0,4751.0,46.6,9.0,0.0,0
1851,10475.0,10475.0,36,19.47,386.47,D,D5,10.0,MORTGAGE,60000.0,Not Verified,2014-02-01,debt_consolidation,OH,7.84,685.0,689.0,6.0,1.0,4011.0,41.4,7.0,1.0,0
1852,25000.0,25000.0,36,11.39,823.1,B,B3,10.0,MORTGAGE,96663.0,Not Verified,2017-03-01,debt_consolidation,PA,21.85,700.0,704.0,17.0,0.0,49717.0,72.5,50.0,3.0,0
1853,14000.0,14000.0,60,14.48,329.25,C,C5,10.0,OWN,96000.0,Source Verified,2015-12-01,credit_card,CO,10.61,695.0,699.0,6.0,0.0,36896.0,97.9,13.0,0.0,0
1854,23000.0,23000.0,36,7.89,719.57,A,A5,10.0,MORTGAGE,65000.0,Source Verified,2015-04-01,credit_card,WA,13.15,680.0,684.0,5.0,1.0,17753.0,93.4,10.0,2.0,0
1855,20775.0,20775.0,60,23.5,591.65,F,F1,8.0,MORTGAGE,90000.0,Verified,2013-07-01,debt_consolidation,TX,18.39,705.0,709.0,8.0,1.0,6872.0,50.9,24.0,2.0,0
1856,10025.0,10025.0,36,19.03,367.63,D,D3,10.0,RENT,38400.0,Verified,2017-12-01,debt_consolidation,TX,34.06,670.0,674.0,6.0,0.0,5156.0,67.0,24.0,0.0,0
1857,7000.0,7000.0,36,8.18,219.94,B,B1,5.0,RENT,54000.0,Not Verified,2015-12-01,major_purchase,NJ,32.02,690.0,694.0,9.0,0.0,1975.0,38.7,16.0,0.0,0
1858,10075.0,10075.0,36,14.49,346.75,C,C4,0.0,OWN,45074.0,Source Verified,2016-10-01,debt_consolidation,NY,29.13,705.0,709.0,14.0,0.0,3488.0,38.3,15.0,0.0,0
1859,30000.0,30000.0,60,10.49,644.67,B,B3,9.0,MORTGAGE,65000.0,Verified,2016-10-01,debt_consolidation,MD,15.01,790.0,794.0,10.0,0.0,8382.0,22.8,19.0,6.0,0
1860,15000.0,15000.0,36,6.99,463.09,A,A3,10.0,MORTGAGE,110200.0,Verified,2015-02-01,debt_consolidation,NC,7.8,690.0,694.0,6.0,0.0,23078.0,46.9,26.0,5.0,0
1861,10000.0,10000.0,36,14.99,346.61,C,C4,4.0,MORTGAGE,38000.0,Source Verified,2017-02-01,debt_consolidation,RI,12.0,670.0,674.0,7.0,0.0,10520.0,68.3,22.0,5.0,0
1862,5000.0,5000.0,36,5.32,150.58,A,A1,9.0,MORTGAGE,32000.0,Not Verified,2017-08-01,debt_consolidation,NC,20.44,720.0,724.0,12.0,0.0,6847.0,21.1,29.0,1.0,0
1863,20000.0,20000.0,36,5.32,602.3,A,A1,5.0,RENT,100000.0,Not Verified,2017-08-01,house,TX,1.91,720.0,724.0,12.0,0.0,6066.0,18.4,30.0,0.0,0
1864,19400.0,19400.0,60,19.22,505.6,D,D4,2.0,MORTGAGE,90000.0,Verified,2013-12-01,debt_consolidation,TX,12.53,680.0,684.0,12.0,0.0,17634.0,43.5,45.0,5.0,1
1865,16800.0,16800.0,36,12.29,560.34,C,C1,3.0,RENT,85000.0,Source Verified,2015-10-01,debt_consolidation,CA,12.55,660.0,664.0,10.0,0.0,12568.0,46.4,17.0,0.0,0
1866,7150.0,7150.0,36,20.75,268.46,E,E2,6.0,MORTGAGE,21071.0,Verified,2016-03-01,debt_consolidation,NV,22.45,685.0,689.0,8.0,0.0,11684.0,76.9,10.0,2.0,1
1867,40000.0,40000.0,60,12.61,902.16,C,C1,10.0,MORTGAGE,78000.0,Not Verified,2018-04-01,debt_consolidation,MI,23.94,680.0,684.0,19.0,1.0,16385.0,34.9,37.0,4.0,1
1868,9100.0,9100.0,36,13.98,310.93,C,C3,10.0,MORTGAGE,55000.0,Source Verified,2014-10-01,debt_consolidation,NJ,36.66,675.0,679.0,8.0,1.0,912.0,31.4,35.0,1.0,1
1869,7200.0,7200.0,36,9.17,229.53,B,B1,10.0,MORTGAGE,75000.0,Source Verified,2014-08-01,debt_consolidation,CA,28.91,730.0,734.0,11.0,0.0,34856.0,66.5,28.0,4.0,0
1870,10000.0,10000.0,36,12.69,335.45,C,C2,10.0,RENT,45000.0,Not Verified,2015-10-01,debt_consolidation,AL,22.75,680.0,684.0,9.0,0.0,1974.0,21.0,46.0,0.0,0
1871,20000.0,20000.0,36,6.49,612.89,A,A2,10.0,MORTGAGE,150000.0,Source Verified,2014-08-01,credit_card,GA,5.92,720.0,724.0,10.0,4.0,7679.0,37.5,26.0,6.0,0
1872,9800.0,9800.0,36,19.99,364.16,E,E4,10.0,OWN,42000.0,Not Verified,2015-05-01,debt_consolidation,MS,17.46,660.0,664.0,8.0,0.0,6050.0,86.4,12.0,0.0,1
1873,23025.0,23025.0,36,16.55,815.76,D,D2,10.0,MORTGAGE,115000.0,Verified,2015-05-01,debt_consolidation,CA,16.42,690.0,694.0,18.0,0.0,15233.0,42.0,32.0,4.0,0
1874,18000.0,18000.0,60,11.99,400.31,B,B3,5.0,MORTGAGE,45479.0,Source Verified,2013-11-01,credit_card,OH,11.64,725.0,729.0,11.0,0.0,21014.0,38.4,30.0,4.0,0
1875,20000.0,20000.0,36,5.32,602.3,A,A1,5.0,MORTGAGE,135000.0,Not Verified,2017-04-01,home_improvement,CA,10.2,790.0,794.0,10.0,0.0,3497.0,10.1,32.0,4.0,0
1876,18000.0,18000.0,60,17.57,452.89,D,D4,4.0,RENT,65000.0,Verified,2015-05-01,debt_consolidation,NH,22.84,700.0,704.0,13.0,0.0,4278.0,43.7,32.0,0.0,0
1877,17625.0,17625.0,36,12.99,593.78,B,B4,10.0,RENT,40324.0,Source Verified,2013-11-01,debt_consolidation,LA,21.1,705.0,709.0,11.0,0.0,11141.0,67.9,30.0,0.0,0
1878,7150.0,7150.0,36,16.55,253.32,D,D2,10.0,MORTGAGE,44000.0,Not Verified,2015-04-01,debt_consolidation,IN,25.4,670.0,674.0,10.0,1.0,6388.0,54.6,37.0,1.0,0
1879,13000.0,13000.0,36,14.99,450.59,C,C5,10.0,RENT,125000.0,Verified,2014-10-01,debt_consolidation,NY,8.96,670.0,674.0,15.0,1.0,10918.0,53.3,42.0,2.0,0
1880,8400.0,8400.0,36,9.99,271.01,B,B3,3.0,RENT,36000.0,Source Verified,2015-07-01,debt_consolidation,CA,30.67,725.0,729.0,13.0,0.0,5731.0,36.3,21.0,0.0,0
1881,4000.0,4000.0,36,18.75,146.12,D,D3,7.0,OWN,35400.0,Not Verified,2013-02-01,debt_consolidation,TX,13.97,665.0,669.0,10.0,0.0,4810.0,81.5,20.0,1.0,0
1882,35000.0,35000.0,60,24.99,1027.1,F,F4,10.0,MORTGAGE,70000.0,Verified,2015-08-01,debt_consolidation,AL,17.56,720.0,724.0,16.0,1.0,18532.0,60.6,27.0,4.0,0
1883,30000.0,30000.0,36,12.99,1010.68,B,B5,2.0,RENT,88000.0,Source Verified,2014-02-01,credit_card,NY,22.95,680.0,684.0,6.0,0.0,33105.0,64.7,32.0,0.0,0
1884,28000.0,28000.0,60,23.99,805.35,F,F2,10.0,OWN,71000.0,Source Verified,2014-11-01,debt_consolidation,CO,13.57,690.0,694.0,7.0,0.0,15475.0,86.5,17.0,5.0,0
1885,6375.0,6375.0,36,15.31,221.97,C,C2,7.0,RENT,93000.0,Not Verified,2013-04-01,credit_card,FL,9.02,680.0,684.0,10.0,0.0,10842.0,65.7,18.0,1.0,0
1886,4525.0,4525.0,36,7.97,141.74,A,A5,3.0,MORTGAGE,30000.0,Verified,2017-06-01,debt_consolidation,MN,18.32,690.0,694.0,5.0,1.0,4530.0,57.3,10.0,0.0,0
1887,28000.0,28000.0,36,13.59,951.41,C,C2,10.0,MORTGAGE,100666.0,Source Verified,2017-12-01,debt_consolidation,GA,17.7,700.0,704.0,7.0,0.0,10170.0,90.8,33.0,4.0,0
1888,14100.0,14100.0,60,11.67,311.31,B,B4,1.0,MORTGAGE,47000.0,Not Verified,2014-10-01,credit_card,TX,21.27,725.0,729.0,7.0,0.0,17628.0,69.1,11.0,3.0,0
1889,9000.0,9000.0,36,12.59,301.48,C,C2,9.0,RENT,28000.0,Verified,2015-11-01,other,PA,25.68,670.0,674.0,12.0,0.0,9444.0,55.6,18.0,0.0,0
1890,12825.0,12825.0,36,15.61,448.43,C,C4,10.0,RENT,42000.0,Not Verified,2014-01-01,debt_consolidation,NY,22.63,685.0,689.0,4.0,0.0,12261.0,80.1,8.0,0.0,1
1891,25000.0,25000.0,60,16.55,615.29,D,D2,10.0,OWN,65000.0,Source Verified,2015-07-01,debt_consolidation,CA,15.02,710.0,714.0,9.0,0.0,18900.0,43.4,13.0,0.0,0
1892,15000.0,15000.0,36,8.39,472.75,B,B1,0.0,RENT,109000.0,Not Verified,2016-03-01,debt_consolidation,CA,24.14,670.0,674.0,33.0,0.0,29877.0,41.0,89.0,0.0,0
1893,10000.0,10000.0,36,13.35,338.63,C,C2,2.0,MORTGAGE,56700.0,Source Verified,2014-10-01,debt_consolidation,UT,18.29,670.0,674.0,15.0,1.0,10567.0,52.3,19.0,1.0,0
1894,12000.0,12000.0,36,9.75,385.8,B,B3,10.0,MORTGAGE,94000.0,Source Verified,2016-02-01,debt_consolidation,CA,5.77,670.0,674.0,12.0,0.0,6763.0,55.0,34.0,2.0,0
1895,8500.0,8500.0,36,13.33,287.76,C,C3,4.0,RENT,17000.0,Source Verified,2015-10-01,home_improvement,CA,25.07,705.0,709.0,9.0,0.0,3825.0,25.8,10.0,0.0,0
1896,12000.0,12000.0,36,10.99,392.81,B,B4,3.0,MORTGAGE,84000.0,Source Verified,2015-10-01,credit_card,FL,13.57,695.0,699.0,7.0,0.0,38768.0,92.3,12.0,1.0,0
1897,6225.0,6225.0,36,5.32,187.47,A,A1,10.0,RENT,43000.0,Source Verified,2015-11-01,debt_consolidation,KS,19.26,795.0,799.0,4.0,0.0,5127.0,19.1,12.0,0.0,0
1898,15000.0,15000.0,36,12.74,503.54,C,C1,5.0,OWN,57500.0,Source Verified,2017-04-01,debt_consolidation,FL,14.86,690.0,694.0,5.0,0.0,10237.0,64.4,6.0,1.0,0
1899,8325.0,8325.0,36,13.68,283.24,C,C1,2.0,RENT,31000.0,Not Verified,2013-08-01,credit_card,PA,22.37,660.0,664.0,8.0,1.0,13098.0,49.6,18.0,2.0,0
1900,11625.0,11625.0,60,13.68,268.57,C,C1,10.0,RENT,33800.0,Verified,2013-08-01,credit_card,OR,15.27,695.0,699.0,10.0,0.0,16845.0,48.5,29.0,0.0,0
1901,24000.0,24000.0,60,9.17,500.19,B,B2,0.0,OWN,252000.0,Source Verified,2016-01-01,home_improvement,NY,8.63,770.0,774.0,17.0,0.0,81391.0,23.0,46.0,14.0,0
1902,10000.0,10000.0,36,8.39,315.17,B,B1,5.0,OWN,60000.0,Not Verified,2016-05-01,credit_card,MO,23.12,700.0,704.0,7.0,0.0,12182.0,57.0,21.0,2.0,1
1903,35000.0,35000.0,36,16.29,1235.52,D,D1,7.0,MORTGAGE,83650.0,Verified,2016-04-01,debt_consolidation,AL,29.6,700.0,704.0,12.0,0.0,35723.0,99.2,25.0,0.0,0
1904,3500.0,3500.0,36,7.26,108.49,A,A4,4.0,RENT,35000.0,Not Verified,2015-07-01,debt_consolidation,FL,32.78,705.0,709.0,8.0,0.0,3560.0,57.4,27.0,0.0,0
1905,12000.0,12000.0,36,9.17,382.55,B,B2,8.0,RENT,50000.0,Source Verified,2015-04-01,debt_consolidation,AZ,15.05,675.0,679.0,10.0,1.0,10639.0,48.6,19.0,3.0,0
1906,7000.0,7000.0,36,11.53,230.94,B,B5,2.0,RENT,38500.0,Not Verified,2015-04-01,debt_consolidation,CA,24.28,745.0,749.0,7.0,0.0,4583.0,48.8,15.0,0.0,0
1907,15000.0,15000.0,36,11.53,494.86,B,B5,7.0,RENT,76000.0,Source Verified,2015-10-01,credit_card,AZ,19.14,690.0,694.0,16.0,0.0,16979.0,64.1,33.0,1.0,0
1908,12975.0,12975.0,60,27.31,398.61,G,G2,10.0,MORTGAGE,45107.0,Verified,2015-11-01,debt_consolidation,FL,28.87,685.0,689.0,11.0,0.0,12542.0,61.5,22.0,1.0,1
1909,8500.0,8500.0,36,5.32,255.98,A,A1,4.0,OWN,110000.0,Source Verified,2017-12-01,credit_card,TX,5.67,735.0,739.0,10.0,0.0,10916.0,30.5,27.0,2.0,0
1910,10000.0,10000.0,60,30.79,328.41,G,G1,10.0,MORTGAGE,160000.0,Source Verified,2017-01-01,home_improvement,GA,30.76,665.0,669.0,23.0,0.0,17695.0,54.6,51.0,4.0,0
1911,1200.0,1200.0,36,12.69,40.26,C,C2,0.0,RENT,32000.0,Not Verified,2015-06-01,debt_consolidation,FL,14.22,665.0,669.0,14.0,0.0,6772.0,51.7,17.0,0.0,0
1912,9500.0,9500.0,36,12.49,317.77,B,B4,10.0,RENT,80000.0,Source Verified,2014-04-01,debt_consolidation,CA,17.94,670.0,674.0,8.0,0.0,9340.0,60.3,33.0,4.0,0
1913,10000.0,10000.0,36,7.69,311.94,A,A4,10.0,RENT,80000.0,Source Verified,2014-07-01,debt_consolidation,TX,17.21,720.0,724.0,11.0,0.0,19908.0,24.1,23.0,3.0,0
1914,1800.0,1800.0,36,16.99,64.17,D,D1,6.0,RENT,28834.0,Verified,2017-02-01,medical,CA,22.11,670.0,674.0,9.0,0.0,7111.0,36.7,17.0,0.0,1
1915,16325.0,16325.0,36,19.05,598.83,D,D4,2.0,RENT,57500.0,Not Verified,2012-08-01,debt_consolidation,NY,5.08,675.0,679.0,3.0,0.0,15467.0,68.1,10.0,0.0,0
1916,5000.0,5000.0,36,11.99,166.05,C,C1,5.0,RENT,60000.0,Verified,2016-06-01,major_purchase,NY,10.88,740.0,744.0,12.0,0.0,2542.0,9.9,17.0,0.0,0
1917,10500.0,10500.0,60,15.22,251.01,C,C3,6.0,MORTGAGE,77000.0,Verified,2013-08-01,debt_consolidation,LA,12.0,720.0,724.0,14.0,0.0,17729.0,46.0,42.0,4.0,0
1918,17975.0,17975.0,60,15.61,433.41,D,D1,7.0,MORTGAGE,45000.0,Not Verified,2014-06-01,debt_consolidation,MS,17.79,665.0,669.0,8.0,0.0,11153.0,79.7,11.0,1.0,1
1919,24000.0,24000.0,36,5.32,722.76,A,A1,10.0,MORTGAGE,150000.0,Source Verified,2018-02-01,debt_consolidation,UT,12.05,730.0,734.0,31.0,0.0,76892.0,10.8,69.0,3.0,0
1920,9600.0,9600.0,36,15.1,333.26,C,C2,4.0,MORTGAGE,80000.0,Source Verified,2013-12-01,debt_consolidation,MN,14.64,680.0,684.0,7.0,0.0,4002.0,59.7,30.0,5.0,0
1921,8000.0,8000.0,36,10.49,259.99,B,B3,8.0,RENT,34000.0,Not Verified,2014-11-01,credit_card,MS,17.01,665.0,669.0,9.0,1.0,8709.0,49.8,29.0,3.0,1
